"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.find_all_tests",""
"failed","Mon Oct 28 18:42:52 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","46","","ANTI-REGRESSION","","ANTI-REGRESSION","","BCHAIN-COMP.02",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-wam-issue-116.test_spo_5000",""
"passed","Mon Oct 28 18:42:52 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","3","","ANTI-REGRESSION","","ANTI-REGRESSION","","TMPMATCH2.01",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-wam-issue-145.print_graph",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.functional_programming_tests",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.b3_direct",""
"passed","Mon Oct 28 18:42:52 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","2","","ANTI-REGRESSION","","ANTI-REGRESSION","","TMPMATCH2.04",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.06_match_in_space",""
"passed","Mon Oct 28 18:49:10 GMT 2024","Mon Oct 28 18:49:10 GMT 2024","3","","METTA-WAM-ISSUE-145","","METTA-WAM-ISSUE-145","","PRINT-GRAPH.01",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.c2_spaces",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","anti-regression.mettalogTestCurried",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:51 GMT 2024","41000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.d4_type_prop",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.b2_backchain",""
"passed","Mon Oct 28 18:58:58 GMT 2024","Mon Oct 28 18:58:58 GMT 2024","2","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","D4-TYPE-PROP.01",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","anti-regression.test_if_closed",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","anti-regression.comma_is_not_special",""
"passed","Mon Oct 28 18:42:52 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","2","","ANTI-REGRESSION","","ANTI-REGRESSION","","TMPMATCH2.02",""
"passed","Mon Oct 28 18:58:58 GMT 2024","Mon Oct 28 18:58:58 GMT 2024","2","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","D2-HIGHERFUNC.01",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.g1_docs",""
"passed","Mon Oct 28 18:58:58 GMT 2024","Mon Oct 28 18:58:58 GMT 2024","104","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","B4-NONDETERM.01",""
"passed","Mon Oct 28 19:10:51 GMT 2024","Mon Oct 28 19:10:51 GMT 2024","2","","HYPERON-METTALOG-SANITY","","HYPERON-METTALOG-SANITY","","01-LANG-INC.01",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","anti-regression.tmpMatch2",""
"passed","Mon Oct 28 18:58:58 GMT 2024","Mon Oct 28 18:58:58 GMT 2024","1","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","D1-GADT.02",""
"passed","Mon Oct 28 19:10:51 GMT 2024","Mon Oct 28 19:10:51 GMT 2024","1","","HYPERON-METTALOG-SANITY","","HYPERON-METTALOG-SANITY","","06-MATCH-IN-SPACE.02",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:51 GMT 2024","41000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.first_answer_long",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.a2_opencoggy",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.b0_chaining_prelim",""
"passed","Mon Oct 28 18:49:10 GMT 2024","Mon Oct 28 18:49:10 GMT 2024","1","","METTA-WAM-ISSUE-145","","METTA-WAM-ISSUE-145","","PRINT-GRAPH.02",""
"failed","Mon Oct 28 18:42:52 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","47","","ANTI-REGRESSION","","ANTI-REGRESSION","","BCHAIN-COMP.03",""
"passed","Mon Oct 28 18:58:58 GMT 2024","Mon Oct 28 18:58:58 GMT 2024","1","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","B4-NONDETERM.02",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.b5_types_prelim",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.a1_symbols",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.e2_states",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.a3_twoside",""
"passed","Mon Oct 28 18:58:58 GMT 2024","Mon Oct 28 18:58:58 GMT 2024","1","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","D2-HIGHERFUNC.02",""
"passed","Mon Oct 28 18:42:52 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","4","","ANTI-REGRESSION","","ANTI-REGRESSION","","BCHAIN.01",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","anti-regression.bchain_comp",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.b4_nondeterm",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.f1_imports",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.00_lang_case",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-wam-issue-116.test_spo_116378",""
"passed","Mon Oct 28 18:58:58 GMT 2024","Mon Oct 28 18:58:58 GMT 2024","3","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","F1-IMPORTS.01",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.catch_throw_tests",""
"passed","Mon Oct 28 18:58:58 GMT 2024","Mon Oct 28 18:58:58 GMT 2024","2","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","D1-GADT.08",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","module-system.f1_moduleA",""
"passed","Mon Oct 28 18:42:52 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","1","","ANTI-REGRESSION","","ANTI-REGRESSION","","TMPMATCH1.04",""
"passed","Mon Oct 28 18:58:58 GMT 2024","Mon Oct 28 18:58:58 GMT 2024","9","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","D1-GADT.04",""
"failed","Mon Oct 28 18:42:52 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","59","","ANTI-REGRESSION","","ANTI-REGRESSION","","BCHAIN-COMP.01",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","anti-regression.tmpMatch1",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","anti-regression.debug_mettalogTestCurried",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.call_tests",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.03-soring-via-insert",""
"passed","Mon Oct 28 18:42:52 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","1","","ANTI-REGRESSION","","ANTI-REGRESSION","","BCHAIN.03",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.b1_equal_chain",""
"passed","Mon Oct 28 18:42:52 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","1","","ANTI-REGRESSION","","ANTI-REGRESSION","","TMPMATCH1.02",""
"passed","Mon Oct 28 18:42:52 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","2","","ANTI-REGRESSION","","ANTI-REGRESSION","","TMPMATCH2.03",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.d2_higherfunc",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.d3_deptypes",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.02-curried-plus",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.e3_match_states",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:51 GMT 2024","41000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.01_lang_inc",""
"passed","Mon Oct 28 18:58:58 GMT 2024","Mon Oct 28 18:58:58 GMT 2024","13","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","D1-GADT.05",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.flip_test",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.c1_grounded_basic",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.c3_pln_stv",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","anti-regression.mettalogTestCurried2",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","module-system.f1_imports",""
"failed","Mon Oct 28 18:42:52 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","51","","ANTI-REGRESSION","","ANTI-REGRESSION","","BC-COMP.01",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","anti-regression.bchain",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-experimental_scripts.e1_kb_write",""
"passed","Mon Oct 28 18:58:58 GMT 2024","Mon Oct 28 18:58:58 GMT 2024","1","","HYPERON-EXPERIMENTAL-SCRIPTS","","HYPERON-EXPERIMENTAL-SCRIPTS","","D1-GADT.06",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","hyperon-mettalog_sanity.base_test_repr_parse_intersection",""
"passed","Mon Oct 28 19:10:51 GMT 2024","Mon Oct 28 19:10:51 GMT 2024","3","","HYPERON-METTALOG-SANITY","","HYPERON-METTALOG-SANITY","","FIND-ALL-TESTS.01",""
"passed","Mon Oct 28 18:42:52 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","2","","ANTI-REGRESSION","","ANTI-REGRESSION","","TMPMATCH1.01",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","anti-regression.system_proofTestCurried",""
"passed","Mon Oct 28 19:10:51 GMT 2024","Mon Oct 28 19:10:51 GMT 2024","3","","HYPERON-METTALOG-SANITY","","HYPERON-METTALOG-SANITY","","06-MATCH-IN-SPACE.01",""
"passed","Mon Oct 28 19:10:51 GMT 2024","Mon Oct 28 19:10:51 GMT 2024","4","","HYPERON-METTALOG-SANITY","","HYPERON-METTALOG-SANITY","","03-SORING-VIA-INSERT.01",""
"failed","Mon Oct 28 18:42:52 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","33","","ANTI-REGRESSION","","ANTI-REGRESSION","","BC-COMP.02",""
"failed","Mon Oct 28 18:42:10 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","42000","","WHOLE-TESTS","","WHOLE-TESTS","","metta-wam-issue-116.test_spo_100",""
"passed","Mon Oct 28 18:42:52 GMT 2024","Mon Oct 28 18:42:52 GMT 2024","2","","ANTI-REGRESSION","","ANTI-REGRESSION","","TMPMATCH1.03",""
